FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 202, 76, UNIT, QbZ, TimeUS,Id,Label
FMT, 201, 44, FMTU, QBNN, TimeUS,FmtType,UnitIds,MultIds
FMT, 203, 20, MULT, Qbd, TimeUS,Id,Mult
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 46, GPS, QBIHBcLLefffB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
FMT, 131, 46, GPS2, QBIHBcLLefffB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
FMT, 132, 46, GPSB, QBIHBcLLefffB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
FMT, 195, 26, GPA, QCCCCBIH, TimeUS,VDop,HAcc,VAcc,SAcc,VV,SMS,Delta
FMT, 196, 26, GPA2, QCCCCBIH, TimeUS,VDop,HAcc,VAcc,SAcc,VV,SMS,Delta
FMT, 197, 26, GPAB, QCCCCBIH, TimeUS,VDop,HAcc,VAcc,SAcc,VV,SMS,Delta
FMT, 133, 53, IMU, QffffffIIfBBHH, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
FMT, 134, 75, MSG, QZ, TimeUS,Message
FMT, 135, 39, RCIN, QHHHHHHHHHHHHHH, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 136, 39, RCOU, QHHHHHHHHHHHHHH, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 137, 15, RSSI, Qf, TimeUS,RXRSSI
FMT, 139, 37, BARO, QffcfIff, TimeUS,Alt,Press,Temp,CRt,SMS,Offset,GndTemp
FMT, 140, 22, POWR, QffHB, TimeUS,Vcc,VServo,Flags,Safety
FMT, 143, 46, CMD, QHHHfffffffB, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt,Frame
FMT, 144, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 146, 43, CAM, QIHLLeeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,GPSAlt,Roll,Pitch,Yaw
FMT, 212, 43, TRIG, QIHLLeeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,GPSAlt,Roll,Pitch,Yaw
FMT, 162, 32, ARSP, QffcffBBB, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset,U,Health,Primary
FMT, 226, 32, ASP2, QffcffBBB, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset,U,Health,Primary
FMT, 164, 37, BAT, Qfffffcf, TimeUS,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res
FMT, 165, 37, BAT2, Qfffffcf, TimeUS,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res
FMT, 166, 35, BCL, QfHHHHHHHHHH, TimeUS,Volt,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
FMT, 167, 35, BCL2, QfHHHHHHHHHH, TimeUS,Volt,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
FMT, 163, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 168, 34, MAG, QhhhhhhhhhBI, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health,S
FMT, 171, 14, MODE, QMBB, TimeUS,Mode,ModeNum,Rsn
FMT, 198, 19, RFND, QCBBCBB, TimeUS,Dist1,Stat1,Orient1,Dist2,Stat2,Orient2
FMT, 200, 33, DMS, IIIIIBBBBBBBBBB, TimeMS,N,Dp,RT,RS,Er,Fa,Fmn,Fmx,Pa,Pmn,Pmx,Sa,Smn,Smx
FMT, 220, 41, BCN, QBBfffffff, TimeUS,Health,Cnt,D0,D1,D2,D3,PosX,PosY,PosZ
FMT, 221, 56, PRX, QBfffffffffff, TimeUS,Health,D0,D45,D90,D135,D180,D225,D270,D315,DUp,CAn,CDis
FMT, 227, 25, PM, QHHIIH, TimeUS,NLon,NLoop,MaxT,Mem,Load
FMT, 223, 29, SRTL, QBHHBfff, TimeUS,Active,NumPts,MaxPts,Action,N,E,D
FMT, 138, 53, IMU2, QffffffIIfBBHH, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
FMT, 147, 53, IMU3, QffffffIIfBBHH, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
FMT, 141, 45, AHR2, QccCfLLffff, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
FMT, 182, 31, POS, QLLfff, TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
FMT, 142, 45, SIM, QccCfLLffff, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,Q1,Q2,Q3,Q4
FMT, 64, 55, NKF1, QccCfffffffccce, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
FMT, 65, 35, NKF2, QbccccchhhhhhB, TimeUS,AZbias,GSX,GSY,GSZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 66, 33, NKF3, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 67, 35, NKF4, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 68, 40, NKF5, QBhhhcccCCfff, TimeUS,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
FMT, 69, 55, NKF6, QccCfffffffccce, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
FMT, 70, 35, NKF7, QbccccchhhhhhB, TimeUS,AZbias,GSX,GSY,GSZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 71, 33, NKF8, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 72, 35, NKF9, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 73, 36, NKF0, QBccCCcccccccc, TimeUS,ID,rng,innov,SIV,TR,BPN,BPE,BPD,OFH,OFL,OFN,OFE,OFD
FMT, 74, 27, NKQ1, Qffff, TimeUS,Q1,Q2,Q3,Q4
FMT, 75, 27, NKQ2, Qffff, TimeUS,Q1,Q2,Q3,Q4
FMT, 76, 55, XKF1, QccCfffffffccce, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
FMT, 77, 34, XKF2, QccccchhhhhhB, TimeUS,AX,AY,AZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 78, 33, XKF3, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 79, 35, XKF4, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 80, 40, XKF5, QBhhhcccCCfff, TimeUS,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
FMT, 81, 55, XKF6, QccCfffffffccce, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
FMT, 82, 34, XKF7, QccccchhhhhhB, TimeUS,AX,AY,AZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 83, 33, XKF8, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 84, 35, XKF9, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 85, 36, XKF0, QBccCCcccccccc, TimeUS,ID,rng,innov,SIV,TR,BPN,BPE,BPD,OFH,OFL,OFN,OFE,OFD
FMT, 86, 27, XKQ1, Qffff, TimeUS,Q1,Q2,Q3,Q4
FMT, 87, 27, XKQ2, Qffff, TimeUS,Q1,Q2,Q3,Q4
FMT, 88, 35, XKFD, Qffffff, TimeUS,IX,IY,IZ,IVX,IVY,IVZ
FMT, 89, 59, XKV1, Qffffffffffff, TimeUS,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
FMT, 90, 59, XKV2, Qffffffffffff, TimeUS,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
FMT, 148, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 149, 22, UBX1, QBHBBHI, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt,config
FMT, 150, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 151, 22, UBY1, QBHBBHI, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt,config
FMT, 152, 16, UBY2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 172, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 173, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
